License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17455,Thayer Terrace,525 Thayer Ave,Silver Spring,20910,141076,-77.01475632,38.99407697,5/25/2017,,1,0,74,21,3.38,1.79,1,0.33,0.23,troubled,"(38.9941, -77.0148)"
17615,Ridgewood Apartments,4021 Postgate Ter,Silver Spring,20906,152902,-77.07738462,39.08778583,2/13/2019,,2,1,274,274,1.79,1.76,49,0,0.01,at-risk,"(39.0878, -77.0774)"
17320,"Greenwood Avenue, 8503",8503 Greenwood Ave,Takoma Park,20912,146191,-77.00120684,38.99525305,3/20/2018,,1,0,5,5,1,2.6,0,0,0.4,troubled,"(38.9953, -77.0012)"
17288,"Avondale Street, 4523",4523 Avondale St,Bethesda,20814,146624,-77.09327428,38.98631979,5/2/2018,,2,1,4,4,1.25,2,0,0,0,at-risk,"(38.9863, -77.0933)"
16956,"Georgia Avenue, 20215",20215 Georgia Ave,Brookeville,20833,154040,-77.06448567,39.18755031,3/18/2019,,1,0,4,5,9.4,1.93,0,0,0,troubled,"(39.1876, -77.0645)"
41711,Burnt Mills Crossing I I,10700 Venetia Mill Cir,Silver Spring,20901,140495,-77.00224236,39.03101293,5/23/2017,,2,0,40,10,2.3,1.48,1,0,0,at-risk,"(39.031, -77.0022)"
17431,"Quebec Terrace, 1006",1006 Quebec Ter,Silver Spring,20903,139438,-76.9898379,38.99978851,3/22/2017,,1,0,14,14,4.64,1.66,0,0.07,0,troubled,"(38.9998, -76.9898)"
17752,"Avondale Street, 4512-4514",4512 Avondale St,Bethesda,20814,148707,-77.09283046,38.98594123,7/19/2018,,3,1,4,5,1.8,1.44,0,0,0,compliant,"(38.9859, -77.0928)"
17309,"Glenville Road, 8807",8807 Glenville Rd,Silver Spring,20901,154035,-76.99662903,38.99984655,4/10/2019,,2,1,4,4,0.5,1.75,2,0,0,at-risk,"(38.9998, -76.9966)"
17817,"Greenwood Avenue, 8410",8410 Greenwood Ave,Takoma Park,20912,139519,-77.00168532,38.99491806,3/6/2017,,2,0,5,5,2.4,1.2,1,0,0,at-risk,"(38.9949, -77.0017)"
95883,Holstein House,7903 Holstein St,Takoma Park,20912,138312,-76.99881787,38.98863865,1/13/2017,,3,1,1,1,0,0,1,0,0,compliant,"(38.9886, -76.9988)"
17508,"Thayer Avenue, 810",810 Thayer Ave,Silver Spring,20910,138290,-77.02301721,38.99271923,2/10/2017,,1,0,3,3,4.33,1.53,0,0,0.33,troubled,"(38.9927, -77.023)"
18246,Hamptons Phase I I I,19773 Crystal Rock Dr,Germantown,20874,146691,-77.26192142,39.18057265,7/12/2018,,3,1,232,56,1.51,1.49,11,0,0.05,compliant,"(39.1806, -77.2619)"
17679,"Plymouth Street, 8807",8807 Plymouth St,Silver Spring,20901,146630,-77.00685454,39.00097215,4/16/2018,,2,1,6,6,1.5,1.75,1,0,0.16,at-risk,"(39.001, -77.0069)"
105594,North Bethesda Market,11351 WOODGLEN DR,ROCKVILLE,20852,146687,-77.11304772,39.04298445,5/31/2018,,3,1,411,105,0.29,0.49,75,0,0,compliant,"(39.043, -77.113)"
17298,Mill Creek Garden Apartments,17654 Amity Dr,Gaithersburg,20877,154042,-77.16917367,39.14367382,3/25/2019,,2,1,148,39,1.79,2.33,3,0.05,0,at-risk,"(39.1437, -77.1692)"
17327,Manor Apartments,25801 Wright Rd,Damascus,20872,146573,-77.21008883,39.28007047,4/2/2018,,2,1,3,3,0.66,1.66,1,0,0,at-risk,"(39.2801, -77.2101)"
17333,"Avondale Street, 4531",4531 Avondale St,Bethesda,20814,146625,-77.09365767,38.98627828,4/23/2018,,2,1,4,4,2.75,1.29,1,0,0,at-risk,"(38.9863, -77.0937)"
17503,"Prospect Street, 911",911 Prospect St,Takoma Park,20912,138308,-76.9986736,38.98921525,2/9/2017,,1,0,2,2,2.5,1.6,0,0,0,troubled,"(38.9892, -76.9987)"
100380,"Silver Spring Avenue, 605",605 SILVER SPRING AVE,SILVER SPRING,20910,154299,-77.01367938,38.99244064,4/2/2019,,1,1,4,4,2.5,1.7,0,0,0,troubled,"(38.9924, -77.0137)"
17495,"Long Branch Parkway, 7916",7916 Long Branch Pkwy,Takoma Park,20912,154266,-76.99678789,38.98803457,4/4/2019,,3,1,3,3,0,0,3,0,0,compliant,"(38.988, -76.9968)"
108658,Liberty Mill Apartments,19520 WATERS RD,GERMANTOWN,20874,,-77.2739917,39.17605232,,,3,0,303,,,,,,,compliant,"(39.1761, -77.274)"
18140,"Flower Avenue, 8415",8415 Flower Ave,Takoma Park,20912,153879,-77.00219202,38.99510201,5/6/2019,,1,1,5,5,3,1.93,0,0,0,troubled,"(38.9951, -77.0022)"
17611,"Garland Avenue, 8315",8315 Garland Ave,Takoma Park,20912,154053,-77.00010907,38.99421516,4/2/2019,,3,1,3,5,1.6,1.5,1,0,0,compliant,"(38.9942, -77.0001)"
50460,"Prospect Street, 903",903 Prospect St,Takoma Park,20912,139620,-76.99948646,38.98926655,3/21/2017,,1,0,1,1,5,2,0,0,0,troubled,"(38.9893, -76.9995)"
17384,Battery Gardens,4918 Battery Ln,Bethesda,20814,147567,-77.09956519,38.99181699,6/13/2018,,2,1,62,17,1.76,1.63,4,0,0,at-risk,"(38.9918, -77.0996)"
17683,"Plymouth Street, 8803",8803 Plymouth St,Silver Spring,20901,146661,-77.00697064,39.00063167,4/3/2018,,2,1,6,6,2,1.73,1,0,0.16,at-risk,"(39.0006, -77.007)"
17574,Fawcett Apartments,10411 Fawcett St,Kensington,20895,145336,-77.07323122,39.02673424,1/19/2018,,2,1,12,14,1.64,1.69,1,0,0.14,at-risk,"(39.0267, -77.0732)"
17468,"Wabash Avenue, 901",901 Wabash Ave,Takoma Park,20912,139623,-77.00096053,38.99379507,3/29/2017,,1,0,2,2,4,1.62,0,0,0.5,troubled,"(38.9938, -77.001)"
17570,"Quebec Terrace, 1010",1010 Quebec Ter,Silver Spring,20903,139439,-76.98941207,39.00025525,3/30/2017,,1,0,14,14,5.35,1.74,0,0.14,0,troubled,"(39.0003, -76.9894)"
108315,Quest Arcadian,13615 COLGATE WAY,SILVER SPRING,20904,146174,0,0,4/6/2018,,3,1,432,103,1.4,1.45,15,0,0.01,compliant,"(0.0, 0.0)"
17389,Glen Aldon,4858 Battery Ln,Bethesda,20814,154033,-77.09767306,38.99234577,4/16/2019,,2,1,66,18,1.5,1.8,3,0,0,at-risk,"(38.9923, -77.0977)"
18227,"Holstein Street, 7902",7902 Holstein St,Takoma Park,20912,138372,-76.99925761,38.98856176,4/10/2017,,1,0,2,1,30,1.66,0,0,0,troubled,"(38.9886, -76.9993)"
17962,"Garland Avenue, 8312",8312 Garland Ave,Takoma Park,20912,151016,-77.00058053,38.99431126,12/20/2018,,2,1,3,3,1,3.33,0,0,0,at-risk,"(38.9943, -77.0006)"
17347,Glenmont Crossing,2100 Georgian Woods Pl,Silver Spring,20902,154034,-77.04482214,39.05477197,4/1/2019,,2,1,97,25,2.6,1.47,4,0,0,at-risk,"(39.0548, -77.0448)"
88246,Yorkshire II,11401 July Dr,Silver Spring,20904,149957,-76.98171871,39.04160138,9/17/2018,,3,1,97,24,0.41,0.7,17,0,0.04,compliant,"(39.0416, -76.9817)"
17823,"Glenville Road, 8806",8806 Glenville Rd,Silver Spring,20901,154055,-76.99725183,39.00002504,4/17/2019,,2,1,8,8,2.25,1.27,2,0,0,at-risk,"(39.0, -76.9973)"
90131,Enclave Silver Spring,11225 Oak Leaf Dr,Silver Spring,20901,154158,-76.99532831,39.03895774,3/7/2019,,1,0,1119,1082,2.49,1.55,274,0.13,0.12,troubled,"(39.039, -76.9953)"
17977,Barbizon Apartments,735 Sligo Ave,Silver Spring,20910,150071,-77.0197621,38.99067429,5/6/2019,,2,1,74,20,0.55,1.8,2,0,0.05,at-risk,"(38.9907, -77.0198)"
18128,"Quebec Terrace, 1000",1000 Quebec Ter,Silver Spring,20903,139436,-76.98979227,38.99903343,3/21/2017,,1,0,10,10,6.9,1.42,0,0.3,0,troubled,"(38.999, -76.9898)"
106915,Flats At Bethesda Avenue,7170 WOODMONT AVE,BETHESDA,20814,145353,-77.09510313,38.98064842,1/25/2018,,3,1,162,40,0.15,0.16,35,0,0,compliant,"(38.9806, -77.0951)"
108600,The Sanctuary,426 UNIVERSITY BLVD E,SILVER SPRING,20901,153859,0,0,5/20/2019,,3,1,75,0,0,0,0,0,0,compliant,"(0.0, 0.0)"
17355,Carroll Apartments,8733 Carroll Ave,Silver Spring,20903,139627,-76.99050305,38.99901977,4/27/2017,,1,0,52,27,3.51,1.53,2,0.03,0.07,troubled,"(38.999, -76.9905)"
17585,Montgomery Club V I I,9901 Killarney Ln,Gaithersburg,20877,154044,-77.2061426,39.13368172,4/15/2019,,1,1,112,31,1.61,1.69,6,0.29,0,troubled,"(39.1337, -77.2061)"
17469,"Hudson Avenue, 908",908 Hudson Ave,Takoma Park,20912,139607,-77.00055586,38.99297687,3/23/2017,,1,0,6,6,2.5,1.61,1,0,0.33,troubled,"(38.993, -77.0006)"
108282,Villaflores,8808 BRADFORD RD,SILVER SPRING,20901,139639,-77.00640063,39.00102435,3/21/2017,,3,1,6,12,1,0.87,5,0,0,compliant,"(39.001, -77.0064)"
17465,"Sligo Avenue, 609",609 Sligo Ave,Silver Spring,20910,141073,-77.0132394,38.99155659,6/12/2017,,1,0,4,4,2.25,1.87,0,0,0,troubled,"(38.9916, -77.0132)"
90462,"Plymouth Street, 8705",8705 Plymouth St,Silver Spring,20901,154285,-77.00741386,38.99933294,4/26/2019,,2,1,6,6,0.5,2,0,0,0,at-risk,"(38.9993, -77.0074)"
17187,Blair House,8201 16Th St,Silver Spring,20910,153888,-77.03455354,38.99195584,4/11/2019,,1,1,313,74,2.1,1.82,5,0.05,0.02,troubled,"(38.992, -77.0346)"
17276,Halpine View,13013 Crookston Ln,Rockville,20851,147619,-77.11128588,39.06867449,9/12/2018,,3,1,562,147,0.78,1.15,74,0.01,0.06,compliant,"(39.0687, -77.1113)"
17300,Fields Of Bethesda,5079 Bradley Blvd,Bethesda,20815,153882,-77.10036396,38.97784915,4/25/2019,,3,1,369,80,0.45,0.99,46,0,0.03,compliant,"(38.9778, -77.1004)"
17310,University Manor,820 University Blvd E,Silver Spring,20903,152897,-76.99288739,38.99516036,3/20/2019,,3,1,136,133,1.81,1.38,33,0.17,0.03,compliant,"(38.9952, -76.9929)"
17368,Waterford Tower,14000 Castle Blvd,Silver Spring,20904,154220,-76.94211034,39.08588173,5/10/2019,,2,1,143,36,1.16,1.83,9,0.02,0,at-risk,"(39.0859, -76.9421)"
79327,Elms At Clarksburg Village,12200 Elm Forest Ct,Clarksburg,20871,152131,-77.25212149,39.22871291,12/13/2018,,3,1,450,88,0.23,0.3,74,0,0,compliant,"(39.2287, -77.2521)"
38968,Pinnacle Town Center,19860 Century Blvd,Germantown,20874,154249,-77.2648362,39.18233333,5/2/2019,,3,1,328,86,0.69,1.01,41,0,0,compliant,"(39.1823, -77.2648)"
17462,"Flower Avenue, 7905",7905 Flower Ave,Takoma Park,20912,153877,-77.0006966,38.98885006,3/19/2019,,2,1,3,1,1,1,0,0,0,compliant,"(38.9889, -77.0007)"
18011,Falkland Chase West,8305 16Th St,Silver Spring,20910,146202,-77.03627506,38.99276173,4/13/2018,,3,1,121,34,0.85,1.07,12,0,0.02,compliant,"(38.9928, -77.0363)"
17460,"Garland Avenue, 7909",7909 Garland Ave,Takoma Park,20912,150996,-76.9982233,38.98922072,11/1/2018,,1,1,3,3,3,2.22,0,0,0,troubled,"(38.9892, -76.9982)"
17972,Rock Creek Woods,13206 Twinbrook Pkwy,Rockville,20851,154289,-77.11331262,39.07190466,4/16/2019,,3,1,269,67,0.76,1.1,28,0.05,0.02,compliant,"(39.0719, -77.1133)"
17555,Stonecreek Club Apartments,12840 Locbury Cir,Germantown,20874,152165,-77.26488979,39.18618603,5/11/2019,,2,1,240,59,0.86,1.65,16,0.05,0.01,at-risk,"(39.1862, -77.2649)"
88897,Avery Park Apartments,1801 Hampshire Green Ln,Silver Spring,20903,154495,-76.97386431,39.01561116,5/21/2019,,1,1,294,77,2.16,1.69,14,0.09,0,troubled,"(39.0156, -76.9739)"
17284,"Silver Spring Avenue, 761",761 Silver Spring Ave,Silver Spring,20910,150069,-77.02173979,38.99207427,9/28/2018,,2,1,3,4,0.5,2,0,0,0,at-risk,"(38.9921, -77.0217)"
17815,"Avondale Street, 4515",4515 Avondale St,Bethesda,20814,148708,-77.09289787,38.98636674,8/1/2018,,3,1,4,4,0.5,0.75,2,0,0,compliant,"(38.9864, -77.0929)"
58698,"Garland Avenue, 8008",8008 Garland Ave,Takoma Park,20912,154049,-76.99913446,38.99010483,4/26/2019,,2,1,3,3,0.66,2,0,0,0,at-risk,"(38.9901, -76.9991)"
42982,"Long Branch Parkway, 7920",7920 Long Branch Pkwy,Takoma Park,20912,154267,-76.99704825,38.9882789,3/29/2019,,3,1,1,1,0,0,1,0,0,compliant,"(38.9883, -76.997)"
50345,"Houston Avenue, 807",807 Houston Ave,Takoma Park,20912,139564,-77.00097105,38.99103839,3/21/2017,,3,1,2,3,0,0,2,0,0,compliant,"(38.991, -77.001)"
18009,"Fawcett Street, 10410",10410 Fawcett St,Kensington,20895,146161,-77.07404438,39.02677489,3/15/2018,,3,1,7,9,0.66,0.59,5,0,0,compliant,"(39.0268, -77.074)"
17291,Garland Towers,8221 Garland Ave,Takoma Park,20912,151790,-76.99966925,38.9927215,11/15/2018,,3,1,25,6,0,0,6,0,0,compliant,"(38.9927, -76.9997)"
95888,"Kennebec Avenue, 1001",1001 KENNEBEC AVE,TAKOMA PARK,20912,138370,-76.99833232,38.99011035,2/2/2017,,1,0,3,3,2.66,2.25,0,0,0,troubled,"(38.9901, -76.9983)"
17481,"Silver Spring Avenue, 511",511 Silver Spring Ave,Silver Spring,20910,142392,-77.01265914,38.99315466,8/30/2017,,3,1,6,7,1.14,1.16,2,0,0.14,compliant,"(38.9932, -77.0127)"
17488,"Silver Spring Avenue, 601",601 Silver Spring Ave,Silver Spring,20910,142394,-77.01354569,38.99249283,7/28/2017,,3,1,4,4,0.75,0.75,3,0,0,compliant,"(38.9925, -77.0135)"
31124,Pond Ridge,18100 Pond Ridge Ct,Olney,20832,153764,-77.05019578,39.15563236,4/23/2019,,3,1,40,6,0.5,1,3,0,0,compliant,"(39.1556, -77.0502)"
17401,Dorset Apartments,4757 Chevy Chase Dr,Chevy Chase,20815,147529,-77.09357536,38.9771626,7/10/2018,,3,1,69,17,0.35,0.63,12,0,0.05,compliant,"(38.9772, -77.0936)"
17366,Hampshire West,1432 Hampshire West Ct,Silver Spring,20903,154229,-76.9823585,39.00844206,4/9/2019,,3,1,184,47,0.53,0.96,30,0.04,0,compliant,"(39.0084, -76.9824)"
17317,Woodfield Apartments LLC,23901 Woodfield Rd,Gaithersburg,20882,154255,-77.19298525,39.24942411,5/16/2019,,3,1,4,5,0.2,0.6,4,0,0,compliant,"(39.2494, -77.193)"
17643,Lenox Park,1400 East West Hwy,Silver Spring,20910,146555,-77.03339681,38.99370522,6/14/2018,,3,1,406,91,0.3,1.49,23,0.02,0.03,compliant,"(38.9937, -77.0334)"
17158,Arcola Towers,1135 University Blvd W,Silver Spring,20902,153891,-77.02869574,39.03634752,3/21/2019,,3,1,141,36,0.58,0.64,22,0.11,0,compliant,"(39.0363, -77.0287)"
17644,Drings Reach,3407 Robey Ter,Silver Spring,20904,152886,-76.93852234,39.08294004,2/28/2019,,3,1,105,101,1.26,1.31,41,0,0,compliant,"(39.0829, -76.9385)"
18217,"Bonifant Street, 939",939 Bonifant St,Silver Spring,20910,143630,-77.02537147,38.99412456,9/22/2017,,3,1,2,2,1,1,0,0,0,compliant,"(38.9941, -77.0254)"
17547,The Birches,1532 Heather Hollow Cir,Silver Spring,20904,154293,-76.98097153,39.04072337,5/23/2019,,3,1,226,57,1.08,1.14,31,0.01,0,compliant,"(39.0407, -76.981)"
17607,"Quebec Terrace, 1017",1017 Quebec Ter,Silver Spring,20903,139442,-76.98820513,39.00011234,3/22/2017,,1,0,4,4,4.5,2.22,0,0,0.25,troubled,"(39.0001, -76.9882)"
17403,Glen Brook,4890 Battery Ln,Bethesda,20814,146533,-77.09856969,38.9919551,5/15/2018,,3,1,94,24,1,1.12,11,0,0,compliant,"(38.992, -77.0986)"
17287,"Avondale Street, 4519",4519 Avondale St,Bethesda,20814,146623,-77.09307725,38.98634463,5/2/2018,,3,1,4,4,0.75,0.83,2,0,0,compliant,"(38.9863, -77.0931)"
17753,"Garland Avenue, 8314",8314 Garland Ave,Takoma Park,20912,150980,-77.00054531,38.99446778,10/4/2018,,3,1,5,5,0,0,5,0,0,compliant,"(38.9945, -77.0005)"
34400,"Lewis Drive, 10325",10325 Lewis Dr,Damascus,20872,154460,-77.21479232,39.28992934,5/3/2019,,3,1,2,2,0,0,2,0,0,compliant,"(39.2899, -77.2148)"
17697,"Chevy Chase Drive, 4830",4830 Chevy Chase Dr,Chevy Chase,20815,148729,-77.09629012,38.97655083,7/11/2018,,3,1,17,3,1,0.88,1,0,0,compliant,"(38.9766, -77.0963)"
17402,"Wisconsin Avenue, 8200",8200 Wisconsin Ave,Bethesda,20814,146532,-77.09639533,38.99192398,6/7/2018,,3,1,245,64,0.59,0.83,34,0.03,0,compliant,"(38.9919, -77.0964)"
46159,Rosedale Park,4720 Rosedale Ave,Bethesda,20814,152169,-77.09550922,38.99233107,12/5/2018,,3,1,164,39,0.2,0.2,35,0,0,compliant,"(38.9923, -77.0955)"
17176,Londonderry,17041 Downing St,Gaithersburg,20877,146167,-77.20859842,39.13601316,5/24/2018,,3,1,529,132,1.01,1.07,53,0.01,0,compliant,"(39.136, -77.2086)"
17453,"Silver Spring Avenue, 515",515 Silver Spring Ave,Silver Spring,20910,142393,-77.01290895,38.99305854,8/31/2017,,3,1,5,5,1,0.84,2,0,0,compliant,"(38.9931, -77.0129)"
17595,"Mt. Vernon Avenue, 26026-28",26026 Mount Vernon Ave,Damascus,20872-2010,152166,-77.20022648,39.28374262,11/19/2018,,3,1,2,1,0,0,2,0,0,compliant,"(39.2837, -77.2002)"
17970,"Hampden Lane, 4911",4911 Hampden Ln,Bethesda,20814,146550,-77.0969952,38.98289009,4/13/2018,,3,1,6,6,1,0.88,2,0,0,compliant,"(38.9829, -77.097)"
47480,Gramax Towers,8060 13Th St,Silver Spring,20910,150072,-77.02788116,38.98774847,1/29/2019,,3,1,180,43,0.6,1.02,16,0,0,compliant,"(38.9877, -77.0279)"
17376,Village Square West,12401 Village Square Ter,Rockville,20852,147622,-77.10913637,39.05843542,6/28/2018,,3,1,403,82,0.74,1.07,40,0,0.04,compliant,"(39.0584, -77.1091)"
55327,"Prospect Street, 909",909 Prospect St,Takoma Park,20912,138946,-76.99882489,38.98918504,2/8/2017,,3,1,2,1,0,0,1,0,0,compliant,"(38.9892, -76.9988)"
17463,"Garland Avenue, 8302",8302 Garland Ave,Takoma Park,20912,151011,-77.00059457,38.99316631,10/22/2018,,3,1,6,6,0.66,0.5,3,0,0,compliant,"(38.9932, -77.0006)"
17256,Forest Park Apartment,9316 Piney Branch Rd,Silver Spring,20903,149953,-76.98663694,39.00130422,10/2/2018,,3,1,189,46,0.91,1.14,22,0.06,0.04,compliant,"(39.0013, -76.9866)"
18221,"Greenwood Avenue, 8105",8105 Greenwood Ave,Takoma Park,20912,139476,-76.99991554,38.9907913,9/21/2017,,3,1,6,6,0.33,0.33,5,0,0,compliant,"(38.9908, -76.9999)"
17551,"Sunrise Village House, LLC",19310 Club House Rd,Montgomery Village,20886,147582,-77.20271594,39.17364927,7/3/2018,,3,1,68,22,0.09,0.13,20,0,0,compliant,"(39.1736, -77.2027)"
17512,"Flower Avenue, 8303",8303 Flower Ave,Takoma Park,20912,153878,-77.00192802,38.99288076,4/4/2019,,3,1,6,6,0.16,0.5,5,0,0,compliant,"(38.9929, -77.0019)"
90468,10111 Darnestown Road,10111 Darnestown Rd,Rockville,20850,154291,-77.2081312,39.0980391,4/16/2019,,3,1,1,1,0,0,1,0,0,compliant,"(39.098, -77.2081)"
18222,"Schrider Street, 8101",8101 Schrider St,Silver Spring,20910,141064,-77.0142669,38.99127596,5/25/2017,,3,1,6,6,0.5,0.5,3,0,0,compliant,"(38.9913, -77.0143)"
17702,The Encore At Wheaton Station,10898 Bucknell Dr,Silver Spring,20902,146158,-77.04674807,39.03474871,5/16/2018,,3,1,182,44,0.13,0.22,39,0,0.02,compliant,"(39.0347, -77.0467)"
18245,Hamptons Phase I I,19773 Crystal Rock Dr,Germantown,20874,146690,-77.26192142,39.18057265,7/11/2018,,3,1,245,54,1.24,1.32,18,0.03,0.01,compliant,"(39.1806, -77.2619)"
18220,"Georgia Avenue, 20514 & 20520",20514 Georgia Ave,Brookeville,20833,146197,-77.06641833,39.19270623,3/8/2018,,3,1,8,7,1.28,1.01,3,0,0.14,compliant,"(39.1927, -77.0664)"
17183,Park Wayne,2 Manchester Pl,Silver Spring,20901,146184,-77.00993547,39.0010221,4/19/2018,,3,1,221,56,0.32,0.34,43,0,0.03,compliant,"(39.001, -77.0099)"
17737,"Silver Spring Avenue, 628",628 Silver Spring Ave,Silver Spring,20910,142399,-77.01526953,38.99172929,8/8/2018,,3,1,4,5,0,0,5,0,0,compliant,"(38.9917, -77.0153)"
17014,"Glenville Road, 8804",8804 Glenville Rd,Silver Spring,20901,151851,-76.99737151,38.99992619,11/29/2018,,3,1,4,2,1,0.5,1,0,0,compliant,"(38.9999, -76.9974)"
17012,"Hudson Avenue, 907",907 Hudson Ave,Takoma Park,20912,152892,-77.00035182,38.9926254,1/23/2019,,3,1,3,3,0,0,3,0,0,compliant,"(38.9926, -77.0004)"
76069,Lasko Manor,4913 Hampden Ln,Bethesda,20814,145773,-77.09723444,38.98288989,2/2/2018,,3,1,12,11,1.45,0.99,4,0,0.09,compliant,"(38.9829, -77.0972)"
17332,"Garland Avenue, 8007",8007 Garland Ave,Takoma Park,20912,151020,-76.99864544,38.99006366,10/2/2018,,3,1,3,3,0,0,3,0,0,compliant,"(38.9901, -76.9986)"
62107,Vistas At White Oak IV,11434 Lockwood Dr,Silver Spring,20904,144894,-76.98692204,39.0411793,12/12/2017,,3,1,175,43,1.13,1.15,13,0.09,0,compliant,"(39.0412, -76.9869)"
17758,"Ruatan Street, 1054",1054 Ruatan St,Silver Spring,20903,150987,0,0,10/30/2018,,1,1,4,5,7.8,1.71,0,0.4,0.4,troubled,"(0.0, 0.0)"
17524,"Dale Drive, 529",529 Dale Dr,Silver Spring,20910,140999,-77.01739329,39.00077886,6/9/2017,,3,1,9,9,0.66,0.55,4,0,0,compliant,"(39.0008, -77.0174)"
17978,Dalton Apartments,733 Sligo Ave,Silver Spring,20910,141000,-77.01907956,38.99068264,6/6/2017,,3,1,94,25,1.36,1.32,8,0.12,0.08,compliant,"(38.9907, -77.0191)"
17171,Cambridge Square,4901 Battery Ln,Bethesda,20814,147562,-77.09912375,38.99315175,6/20/2018,,3,1,87,22,0.45,0.87,16,0,0,compliant,"(38.9932, -77.0991)"
17493,"Kennebec Avenue, 811",811 Kennebec Ave,Takoma Park,20912,154264,-76.99983812,38.99022843,4/2/2019,,3,1,1,1,0,0,1,0,0,compliant,"(38.9902, -76.9998)"
17430,"Hudson Avenue, 807",807 Hudson Ave,Takoma Park,20912,138302,-77.00156566,38.99236729,1/5/2017,,3,1,2,1,2,1.5,0,0,0,compliant,"(38.9924, -77.0016)"
58419,Inigo's Crossing,5405 Tuckerman Ln,Rockville,20852,154459,-77.10819243,39.02910962,6/27/2019,,3,1,473,94,0.29,0.99,49,0.01,0,compliant,"(39.0291, -77.1082)"
17535,"Glenville Road, 8808",8808 Glenville Rd,Silver Spring,20901,151853,-76.99714625,39.0001129,11/29/2018,,3,1,4,4,0,0,4,0,0,compliant,"(39.0001, -76.9971)"
17273,Villa Nova,11513 Lockwood Dr,Silver Spring,20904,140498,-76.9850896,39.04063834,5/17/2017,,3,1,22,22,0.18,0.13,19,0,0,compliant,"(39.0406, -76.9851)"
17314,"Greenwood Avenue, 8003",8003 Greenwood Ave,Takoma Park,20912,139473,-77.00016181,38.98977813,3/20/2017,,3,1,2,2,0,0,2,0,0,compliant,"(38.9898, -77.0002)"
47208,"Chevy Chase Drive, 4810",4810 Chevy Chase Dr,Chevy Chase,20815,148730,-77.09516472,38.9767165,6/29/2018,,3,1,3,3,1.66,1.4,0,0,0,compliant,"(38.9767, -77.0952)"
65106,The Cameron,8710 Cameron St,Silver Spring,20910,154464,-77.02887794,38.99928292,5/2/2019,,3,1,324,99,0.43,0.48,73,0,0,compliant,"(38.9993, -77.0289)"
17203,Fields Of Silver Spring,2105 Hildarose Dr,Silver Spring,20902,149951,-77.04468058,39.0205098,8/21/2018,,3,1,221,57,1.24,1.1,23,0.1,0.07,compliant,"(39.0205, -77.0447)"
17283,Rock Creek Terrace,12630 Veirs Mill Rd,Rockville,20853,152901,-77.09554698,39.06245309,2/5/2019,,3,1,526,126,0.86,1.39,39,0.06,0,compliant,"(39.0625, -77.0955)"
95496,Paramount Properties Apartments,1004 Houston Ave,Takoma Park,20912,139558,-76.9990254,38.99188408,6/2/2017,,3,1,4,4,0.75,0.5,2,0,0,compliant,"(38.9919, -76.999)"
17016,"Garland Avenue, 8103",8103 Garland Ave,Takoma Park,20912,152893,-76.99887059,38.99078029,3/21/2019,,3,1,1,1,0,0,1,0,0,compliant,"(38.9908, -76.9989)"
17326,"Greenwood Avenue, 8402",8402 Greenwood Ave,Takoma Park,20912,139511,-77.00153756,38.99431678,3/29/2017,,3,1,5,2,1,1,0,0,0,compliant,"(38.9943, -77.0015)"
18232,Oak Ridge Apartments,1014 Quebec Ter,Silver Spring,20903,146188,-76.98866607,39.0004803,4/11/2018,,3,1,113,112,1.79,1.36,27,0.1,0,compliant,"(39.0005, -76.9887)"
17161,"Schuyler Rd., 100-102",100 Schuyler Rd,Silver Spring,20901,139451,-77.0117742,39.00324794,3/9/2017,,3,1,26,10,0.9,0.61,5,0,0,compliant,"(39.0032, -77.0118)"
65228,"Domer Avenue, 404",404 Domer Ave,Takoma Park,20912,138926,-77.00145665,38.99697184,2/2/2017,,3,1,3,3,0,0,3,0,0,compliant,"(38.997, -77.0015)"
17633,Five Star Premier Residences Of Chevy Chase,8100 Connecticut Ave,Chevy Chase,20815,149262,-77.07826253,38.99255529,8/1/2018,,3,0,318,82,0.52,0.8,50,0,0.01,compliant,"(38.9926, -77.0783)"
17475,"Flower Avenue, 8609",8609 Flower Ave,Takoma Park,20912,138937,-77.00292042,38.99699926,2/27/2017,,3,1,3,3,1.66,1.5,0,0,0,compliant,"(38.997, -77.0029)"
17637,Burnt Mills Crossing,10713 Venetia Mill Cir,Silver Spring,20901,140490,-77.00267186,39.03079411,5/23/2017,,3,1,96,24,0.7,1.01,11,0.04,0.04,compliant,"(39.0308, -77.0027)"
17341,"Greenwood Avenue, 8208",8208 Greenwood Ave,Takoma Park,20912,138942,-77.00100269,38.99192525,2/21/2017,,3,1,4,4,0.25,0.75,3,0,0,compliant,"(38.9919, -77.001)"
78103,2201 Spencerville Road,2201 Spencerville Rd,Spencerville,20868,153887,-76.96639421,39.11586534,3/18/2019,,3,1,3,3,0,0,3,0,0,compliant,"(39.1159, -76.9664)"
18016,Northlake Apartments,12624 Grey Eagle Ct,Germantown,20874,149261,-77.26320208,39.16829595,8/29/2018,,3,1,304,77,0.88,0.97,39,0,0.01,compliant,"(39.1683, -77.2632)"
